ImgID,NDVI
0001,-0.0934159360659357
0002,-0.16783337021925038
0003,-0.1486986179678963
0004,-0.15680354467001215
0005,-0.16040263976639443
0006,-0.16061585948139162
0007,-0.16716298925878947
0008,-0.17886229225643466
0009,-0.18475990619605512
0010,-0.11895922842426421
0011,-0.05353911290850406
0012,-0.03850954985688852
0013,-0.03256225316896722
0014,-0.01052069000484662
0015,0.0009236464141969959
0016,0.04815995654380301
0017,0.011832229067503822
0018,-0.022067598236537537
0019,-0.13843555816616912
0020,-0.05694997082301812
0021,-0.013993917417788984
0022,0.046868086689048245
0023,0.09000731428981118
0024,0.16659565022943487
0025,0.1821079235183096
0026,0.17981042019475474
0027,0.21522003058981407
0028,0.21389160970343002
0029,0.22359020811312544
0030,0.1991088792668147
0031,0.2193743508995869
0032,0.21471924442435225
0033,0.20385381969657432
0034,0.22648914305563506
0035,0.23926836905372556
0036,0.215788870961185
0037,0.22143313009555055
0038,0.21572319589718136
0039,0.2201191498449382
0040,0.22314766202442396
0041,0.21421906640454946
0042,0.19623800281118486
0043,0.20367095455972312
0044,0.1918687396327331
0045,0.21842766523939924
0046,0.2057749498723783
0047,0.2005785075833732
0048,0.1935639088903326
0049,0.19599130629160444
0050,0.19014014026528614
0051,0.19898701764586257
0052,0.18665664776362906
0053,0.1620133398683955
0054,0.17784560447802036
0055,0.15563017697880813
0056,0.15851268215261885
0057,0.15852534252989312
0058,0.1704847973659454
0059,0.1531264381897408
0060,0.1506425743155034
0061,0.171005799755102
0062,0.16485447721778962
0063,0.1790865551058314
0064,0.18646269885604796
0065,0.1687784510754915
0066,0.1814182168628688
0067,0.17364204254092866
0068,0.15745204067309104
0069,0.1726067461033702
0070,0.1851499080167019
0071,0.18548187634565622
0072,0.2075707910927505
0073,0.2019167525088221
0074,0.19631504196224936
0075,0.19302035461430964
0076,0.19956198166768496
0077,0.1992474544082418
0078,0.2053926408865065
0079,0.2029050816286744
0080,0.2090864408699411
0081,0.20166508129201072
0082,0.20000616405748345
0083,0.19797319605778085
0084,0.20325415465624552
0085,0.18618898148575386
0086,0.19750604610567005
0087,0.19860264717187615
0088,0.19586721103559376
0089,0.1927268649615886
0090,0.20667541419245927
